plant number,inflorescence number,inflorescence,range,max_range,gender,notes
38,7,side,2,two,herm,
38,7,side,2,two,herm,
38,7,side,2,two,herm,
38,8,side,1,three,male,
38,8,side,2,three,herm,
38,8,side,2,three,herm,
38,8,side,2,three,herm,
38,8,side,2,three,herm,
38,8,side,3,three,herm,
38,9,side,1,two,male,
38,9,side,2,two,herm,
38,9,side,2,two,herm,
38,9,side,2,two,herm,
38,9,side,2,two,herm,
38,10,side,1,two,male,
38,10,side,2,two,herm,
38,10,side,2,two,herm,
38,10,side,2,two,herm,
38,10,side,2,two,herm,
38,11,side,1,two,male,
38,11,side,2,two,herm,
38,11,side,2,two,herm,
38,11,side,2,two,herm,
38,12,side,1,two,male,
38,12,side,2,two,herm,
38,12,side,2,two,herm,
38,12,side,2,two,herm,
38,13,side,1,two,male,
38,13,side,2,two,herm,
38,13,side,2,two,herm,
38,13,side,2,two,herm,
38,1,upper,0,,male,anomal
38,2,upper,1,two,male,
38,2,upper,2,two,herm,
38,2,upper,2,two,herm,
38,3,upper,1,two,male,
38,3,upper,2,two,herm,
38,3,upper,2,two,herm,
38,4,upper,1,two,male,
38,4,upper,2,two,herm,
38,4,upper,2,two,herm,
38,5,upper,1,two,male,
38,5,upper,2,two,herm,
38,5,upper,2,two,herm,
38,6,upper,1,two,male,
38,6,upper,2,two,male,
38,6,upper,2,two,herm,
38,6,upper,2,two,herm,
38,7,upper,1,two,male,
38,7,upper,2,two,herm,
39,1,side,1,two,male,anomal
39,1,side,2,two,herm,anomal
39,1,side,2,two,herm,anomal
39,1,side,2,two,herm,anomal
39,1,side,2,two,herm,anomal
39,2,side,1,three,male,
39,2,side,2,three,herm,
39,2,side,2,three,herm,
39,2,side,2,three,herm,
39,2,side,2,three,herm,
39,2,side,3,three,herm,
39,2,side,3,three,herm,
39,2,side,3,three,herm,
39,2,side,3,three,herm,
39,3,side,1,three,male,
39,3,side,2,three,herm,
39,3,side,2,three,herm,
39,3,side,2,three,herm,
39,3,side,2,three,herm,
39,3,side,3,three,herm,
39,3,side,3,three,herm,
39,3,side,3,three,herm,
39,3,side,3,three,herm,
39,3,side,3,three,herm,
39,3,side,3,three,herm,
39,3,side,3,three,herm,
39,4,side,1,three,male,
39,4,side,2,three,herm,
39,4,side,2,three,herm,
39,4,side,2,three,herm,
39,4,side,2,three,herm,
39,4,side,3,three,herm,
39,4,side,3,three,herm,
39,4,side,3,three,herm,
39,4,side,3,three,herm,
39,4,side,3,three,herm,
39,4,side,3,three,herm,
39,4,side,3,three,herm,
39,4,side,3,three,herm,
39,5,side,1,three,male,
39,5,side,2,three,herm,
39,5,side,2,three,herm,
39,5,side,2,three,herm,
39,5,side,2,three,herm,
39,5,side,3,three,herm,
39,5,side,3,three,herm,
39,5,side,3,three,herm,
39,5,side,3,three,herm,
39,5,side,3,three,herm,
39,5,side,3,three,herm,
39,5,side,3,three,herm,
39,6,side,1,three,male,
39,6,side,2,three,herm,
39,6,side,2,three,herm,
39,6,side,2,three,herm,
39,6,side,3,three,herm,
39,6,side,3,three,herm,
39,6,side,3,three,herm,
39,6,side,3,three,herm,
39,6,side,3,three,herm,
39,6,side,3,three,herm,
39,7,side,1,three,male,anomal
39,7,side,2,three,herm,anomal
39,7,side,2,three,herm,anomal
39,7,side,2,three,herm,anomal
39,7,side,3,three,herm,anomal
39,7,side,3,three,herm,anomal
39,7,side,3,three,herm,anomal
39,7,side,3,three,herm,anomal
39,7,side,3,three,herm,anomal
39,7,side,3,three,herm,anomal
39,7,side,3,three,herm,anomal
39,7,side,3,three,herm,anomal
39,8,side,1,three,male,
39,8,side,2,three,herm,
39,8,side,2,three,herm,
39,8,side,2,three,herm,
39,8,side,3,three,herm,
39,8,side,3,three,herm,
39,8,side,3,three,herm,
39,8,side,3,three,herm,
39,8,side,3,three,herm,
39,8,side,3,three,herm,
39,9,side,1,three,male,
39,9,side,2,three,herm,
39,9,side,2,three,herm,
39,9,side,2,three,herm,
39,9,side,3,three,herm,
39,9,side,3,three,herm,
39,9,side,3,three,herm,
39,9,side,3,three,herm,
39,9,side,3,three,herm,
39,9,side,3,three,herm,
39,10,side,1,three,male,
39,10,side,2,three,herm,
39,10,side,2,three,herm,
39,10,side,2,three,herm,
39,10,side,3,three,herm,
39,10,side,3,three,herm,
39,10,side,3,three,herm,
39,10,side,3,three,herm,
39,10,side,3,three,herm,
39,10,side,3,three,herm,
39,11,side,1,three,male,
39,11,side,2,three,herm,
39,11,side,2,three,herm,
39,11,side,2,three,herm,
39,11,side,3,three,herm,
39,11,side,3,three,herm,
39,11,side,3,three,herm,
39,11,side,3,three,herm,
39,12,side,1,three,male,
39,12,side,2,three,herm,
39,12,side,2,three,herm,
39,12,side,2,three,herm,
39,12,side,3,three,herm,
39,12,side,3,three,herm,
39,12,side,3,three,herm,
39,12,side,3,three,herm,
39,13,side,1,three,male,
39,13,side,2,three,herm,
39,13,side,2,three,herm,
39,13,side,2,three,herm,
39,13,side,3,three,herm,
39,13,side,3,three,herm,
39,13,side,3,three,herm,
39,13,side,3,three,herm,
39,14,side,1,three,male,
39,14,side,2,three,herm,
39,14,side,2,three,herm,
39,14,side,2,three,herm,
39,14,side,3,three,herm,
39,14,side,3,three,herm,
39,14,side,3,three,herm,
39,14,side,3,three,herm,
39,14,side,3,three,herm,
39,1,upper,0,,male,anomal
39,1,upper,0,,herm,anomal
39,2,upper,1,three,male,
39,2,upper,2,three,herm,
39,2,upper,2,three,herm,
39,2,upper,2,three,herm,
39,2,upper,3,three,herm,
39,2,upper,3,three,herm,
39,2,upper,3,three,herm,
39,3,upper,1,two,male,
39,3,upper,2,two,herm,
39,3,upper,2,two,herm,
39,4,upper,1,three,male,
39,4,upper,2,three,herm,
39,4,upper,2,three,herm,
39,4,upper,2,three,herm,
39,4,upper,3,three,herm,
39,4,upper,3,three,herm,
39,4,upper,3,three,herm,
39,4,upper,3,three,herm,
39,5,upper,1,three,herm,
39,5,upper,2,three,herm,
39,5,upper,2,three,herm,
39,5,upper,2,three,herm,
39,5,upper,3,three,herm,
39,5,upper,3,three,herm,
39,5,upper,3,three,herm,
39,6,upper,1,two,herm,
39,6,upper,2,two,herm,
39,6,upper,2,two,herm,
39,7,upper,1,two,herm,
39,7,upper,2,two,herm,
39,7,upper,2,two,herm,
39,8,upper,1,two,herm,
39,8,upper,2,two,herm,
39,8,upper,2,two,herm,
39,8,upper,2,two,herm,
40,1,side,1,two,male,
40,1,side,2,two,male,
40,1,side,2,two,male,
40,2,side,1,,male,
40,3,side,1,three,male,
40,3,side,2,three,male,
40,3,side,2,three,male,
40,3,side,2,three,male,
40,3,side,2,three,male,
40,3,side,3,three,herm,
40,3,side,3,three,herm,
40,3,side,3,three,herm,
40,4,side,1,three,male,
40,4,side,2,three,male,
40,4,side,2,three,male,
40,4,side,2,three,male,
40,4,side,3,three,herm,
40,5,side,1,three,male,
40,5,side,2,three,male,
40,5,side,2,three,male,
40,5,side,2,three,male,
40,5,side,2,three,male,
40,5,side,3,three,herm,
40,5,side,3,three,herm,
40,5,side,3,three,herm,
40,5,side,3,three,herm,
40,6,side,1,three,male,
40,6,side,2,three,male,
40,6,side,2,three,male,
40,6,side,2,three,male,
40,6,side,3,three,herm,
40,6,side,3,three,herm,
40,6,side,3,three,herm,
40,7,side,1,three,male,
40,7,side,2,three,male,
40,7,side,2,three,male,
40,7,side,2,three,male,
40,7,side,3,three,herm,
40,7,side,3,three,herm,
40,7,side,3,three,herm,
40,7,side,3,three,herm,
40,7,side,3,three,herm,
40,7,side,3,three,herm,
40,8,side,1,three,male,
40,8,side,2,three,male,
40,8,side,2,three,male,
40,8,side,2,three,male,
40,8,side,3,three,herm,
40,8,side,3,three,herm,
40,8,side,3,three,herm,
40,8,side,3,three,herm,
40,9,side,1,three,male,
40,9,side,2,three,male,
40,9,side,2,three,male,
40,9,side,2,three,male,
40,9,side,3,three,herm,
40,9,side,3,three,herm,
40,9,side,3,three,herm,
40,9,side,3,three,herm,
40,9,side,3,three,herm,
40,9,side,3,three,herm,
40,10,side,1,three,male,
40,10,side,2,three,male,
40,10,side,2,three,male,
40,10,side,2,three,male,
40,10,side,2,three,male,
40,10,side,3,three,herm,
40,10,side,3,three,herm,
40,11,side,1,three,male,
40,11,side,2,three,male,
40,11,side,2,three,male,
40,11,side,2,three,male,
40,11,side,3,three,herm,
40,11,side,3,three,herm,
40,11,side,3,three,herm,
40,11,side,3,three,herm,
40,12,side,1,three,male,
40,12,side,2,three,male,
40,12,side,2,three,male,
40,12,side,2,three,herm,
40,12,side,3,three,herm,
40,12,side,3,three,herm,
40,12,side,3,three,herm,
40,12,side,3,three,herm,
40,12,side,3,three,herm,
40,12,side,3,three,herm,
40,1,upper,0,,male,anomal
40,1,upper,0,,male,anomal
40,2,upper,1,three,male,
40,2,upper,2,three,male,
40,2,upper,2,three,male,
40,2,upper,2,three,male,
40,2,upper,3,three,herm,
40,2,upper,3,three,herm,
40,2,upper,3,three,herm,
40,2,upper,3,three,herm,
40,2,upper,3,three,herm,
40,3,upper,1,three,male,
40,3,upper,2,three,male,
40,3,upper,2,three,herm,
40,3,upper,2,three,herm,
40,3,upper,3,three,herm,
40,3,upper,3,three,herm,
40,3,upper,3,three,herm,
40,3,upper,3,three,herm,
40,3,upper,3,three,herm,
40,4,upper,1,three,male,
40,4,upper,2,three,herm,
40,4,upper,2,three,herm,
40,4,upper,3,three,herm,
40,4,upper,3,three,herm,
40,4,upper,3,three,herm,
40,4,upper,3,three,herm,
40,5,upper,1,three,male,
40,5,upper,2,three,herm,
40,5,upper,2,three,herm,
40,5,upper,3,three,herm,
40,5,upper,3,three,herm,
40,5,upper,3,three,herm,
40,6,upper,1,three,male,
40,6,upper,2,three,male,
40,6,upper,2,three,herm,
40,6,upper,2,three,herm,
40,6,upper,3,three,herm,
40,6,upper,3,three,herm,
40,6,upper,3,three,herm,
40,6,upper,3,three,herm,
40,6,upper,3,three,herm,
40,7,upper,1,three,male,
40,7,upper,2,three,herm,
40,7,upper,2,three,herm,
40,7,upper,3,three,herm,
40,7,upper,3,three,herm,
40,7,upper,3,three,herm,
40,8,upper,1,three,male,
40,8,upper,2,three,herm,
40,8,upper,2,three,herm,
40,8,upper,3,three,herm,
40,8,upper,3,three,herm,
40,8,upper,3,three,herm,
40,8,upper,3,three,herm,
40,9,upper,1,three,male,
40,9,upper,2,three,herm,
40,9,upper,2,three,herm,
40,9,upper,3,three,herm,
40,9,upper,3,three,herm,
40,10,upper,1,two,male,
40,10,upper,2,two,herm,
40,10,upper,2,two,herm,
41,1,side,1,,male,anomal
41,2,side,1,two,male,
41,2,side,2,two,herm,
41,3,side,1,two,male,
41,3,side,2,two,herm,
41,3,side,2,two,herm,
41,3,side,2,two,herm,
41,4,side,1,two,male,
41,4,side,2,two,herm,
41,4,side,2,two,herm,
41,4,side,2,two,herm,
41,5,side,1,two,male,
41,5,side,2,two,herm,
41,5,side,2,two,herm,
41,5,side,2,two,herm,
41,6,side,1,two,male,
41,6,side,2,two,herm,
41,6,side,2,two,herm,
41,6,side,2,two,herm,
41,7,side,1,two,male,
41,7,side,2,two,herm,
41,7,side,2,two,herm,
41,7,side,2,two,herm,
41,8,side,1,two,male,
41,8,side,2,two,herm,
41,8,side,2,two,herm,
41,8,side,2,two,herm,
41,9,side,1,two,male,
41,9,side,2,two,herm,
41,9,side,2,two,herm,
41,9,side,2,two,herm,
41,1,upper,0,,male,
41,2,upper,1,two,male,
41,2,upper,2,two,herm,
41,2,upper,2,two,herm,
41,2,upper,2,two,herm,
41,3,upper,1,two,male,
41,3,upper,2,two,herm,
41,3,upper,2,two,herm,
41,3,upper,2,two,herm,
41,4,upper,1,two,male,
41,4,upper,2,two,herm,
41,4,upper,2,two,herm,
41,4,upper,2,two,herm,
41,5,upper,1,two,male,
41,5,upper,2,two,herm,
41,5,upper,2,two,herm,
41,5,upper,2,two,herm,
41,6,upper,1,two,male,
41,6,upper,2,two,herm,
41,6,upper,2,two,herm,
41,6,upper,2,two,herm,
41,7,upper,1,two,herm,
41,7,upper,2,two,herm,
41,7,upper,2,two,herm,
41,7,upper,2,two,herm,
41,8,upper,1,,herm,
41,9,upper,1,two,herm,
41,9,upper,2,two,herm,
41,9,upper,2,two,herm,
42,1,side,1,two,male,anomal
42,1,side,2,two,herm,anomal
42,1,side,2,two,herm,anomal
42,1,side,2,two,herm,anomal
42,2,side,1,two,male,
42,2,side,2,two,male,
42,2,side,2,two,male,
42,2,side,2,two,male,
42,2,side,2,two,herm,
42,3,side,1,two,male,
42,3,side,2,two,male,
42,3,side,2,two,male,
42,3,side,2,two,herm,
42,3,side,2,two,herm,
42,4,side,1,two,male,
42,4,side,2,two,male,
42,4,side,2,two,male,
42,4,side,2,two,herm,
42,4,side,2,two,herm,
42,5,side,1,two,male,
42,5,side,2,two,male,
42,5,side,2,two,male,
42,5,side,2,two,male,
42,5,side,2,two,herm,
42,6,side,1,two,male,
42,6,side,2,two,male,
42,6,side,2,two,male,
42,6,side,2,two,herm,
42,6,side,2,two,herm,
42,7,side,1,three,male,
42,7,side,2,three,male,
42,7,side,2,three,male,
42,7,side,2,three,male,
42,7,side,2,three,male,
42,7,side,3,three,herm,
42,7,side,3,three,herm,
42,7,side,3,three,herm,
42,8,side,1,two,male,
42,8,side,2,two,herm,
42,8,side,2,two,male,
42,8,side,2,two,male,
42,8,side,2,two,male,
42,9,side,1,three,male,
42,9,side,2,three,male,
42,9,side,2,three,male,
42,9,side,2,three,herm,
42,9,side,2,three,herm,
42,9,side,3,three,herm,
42,9,side,3,three,herm,
42,9,side,3,three,herm,
42,9,side,3,three,herm,
42,1,upper,0,,male,
42,2,upper,1,three,male,
42,2,upper,2,three,male,
42,2,upper,2,three,male,
42,2,upper,2,three,herm,
42,2,upper,2,three,herm,
42,2,upper,3,three,herm,
42,2,upper,3,three,herm,
42,2,upper,3,three,herm,
42,3,upper,1,two,male,
42,3,upper,2,two,male,
42,3,upper,2,two,male,
42,3,upper,2,two,herm,
42,3,upper,2,two,herm,
42,4,upper,1,two,male,
42,4,upper,2,two,herm,
42,4,upper,2,two,herm,
42,4,upper,2,two,herm,
42,4,upper,2,two,herm,
42,5,upper,1,three,male,
42,5,upper,2,three,male,
42,5,upper,2,three,herm,
42,5,upper,2,three,herm,
42,5,upper,2,three,herm,
42,5,upper,3,three,herm,
42,6,upper,1,two,male,
42,6,upper,2,two,herm,
42,6,upper,2,two,herm,
42,6,upper,2,two,herm,
42,6,upper,2,two,herm,
42,7,upper,1,two,male,
42,7,upper,2,two,male,
42,7,upper,2,two,male,
42,7,upper,2,two,herm,
42,7,upper,2,two,herm,
42,8,upper,1,two,male,
42,8,upper,2,two,herm,
42,8,upper,2,two,herm,
42,9,upper,1,two,male,
42,9,upper,2,two,herm,
42,9,upper,2,two,herm,
42,9,upper,2,two,herm,
42,10,upper,1,two,male,
42,10,upper,2,two,herm,
42,10,upper,2,two,herm,
42,11,upper,1,two,male,
42,11,upper,2,two,herm,
42,11,upper,2,two,herm,
42,12,upper,1,two,male,
42,12,upper,2,two,male,
42,12,upper,2,two,herm,
42,13,upper,1,two,male,
42,13,upper,2,two,herm,
43,1,side,1,two,male,
43,1,side,2,two,herm,
43,1,side,2,two,herm,
43,1,side,2,two,herm,
43,1,side,2,two,herm,
43,2,side,1,three,male,
43,2,side,2,three,herm,
43,2,side,2,three,herm,
43,2,side,2,three,herm,
43,2,side,2,three,herm,
43,2,side,3,three,herm,
43,3,side,1,three,male,
43,3,side,2,three,herm,
43,3,side,2,three,herm,
43,3,side,2,three,herm,
43,3,side,3,three,herm,
43,3,side,3,three,herm,
43,3,side,3,three,herm,
43,4,side,1,three,male,
43,4,side,2,three,herm,
43,4,side,2,three,herm,
43,4,side,2,three,herm,
43,4,side,2,three,herm,
43,4,side,3,three,herm,
43,5,side,1,three,male,
43,5,side,2,three,herm,
43,5,side,2,three,herm,
43,5,side,2,three,herm,
43,5,side,3,three,herm,
43,5,side,3,three,herm,
43,5,side,3,three,herm,
43,6,side,1,three,male,
43,6,side,2,three,herm,
43,6,side,2,three,herm,
43,6,side,2,three,herm,
43,6,side,3,three,herm,
43,6,side,3,three,herm,
43,6,side,3,three,herm,
43,7,side,1,three,male,
43,7,side,2,three,herm,
43,7,side,2,three,herm,
43,7,side,2,three,herm,
43,7,side,3,three,herm,
43,7,side,3,three,herm,
43,8,side,1,three,male,
43,8,side,2,three,herm,
43,8,side,2,three,herm,
43,8,side,2,three,herm,
43,8,side,3,three,herm,
43,8,side,3,three,herm,
43,1,upper,0,,male,anomal
43,1,upper,1,,herm,anomal
43,2,upper,1,two,male,
43,2,upper,2,two,herm,
43,2,upper,2,two,herm,
43,2,upper,2,two,herm,
43,3,upper,1,three,male,
43,3,upper,2,three,herm,
43,3,upper,2,three,herm,
43,3,upper,2,three,herm,
43,3,upper,2,three,herm,
43,3,upper,3,three,herm,
43,3,upper,3,three,herm,
43,4,upper,1,two,male,
43,4,upper,2,two,herm,
43,4,upper,2,two,herm,
43,4,upper,2,two,herm,
43,4,upper,2,two,herm,
43,5,upper,1,three,male,
43,5,upper,2,three,herm,
43,5,upper,2,three,herm,
43,5,upper,2,three,herm,
43,5,upper,3,three,herm,
43,6,upper,1,two,male,
43,6,upper,2,two,herm,
43,6,upper,2,two,herm,
43,6,upper,2,two,herm,
43,7,upper,1,two,herm,
43,7,upper,2,two,herm,
43,7,upper,2,two,herm,
43,7,upper,2,two,herm,
43,7,upper,2,two,herm,
43,8,upper,1,two,herm,
43,8,upper,2,two,herm,
43,8,upper,2,two,herm,
43,8,upper,2,two,herm,
43,9,upper,1,two,herm,
43,9,upper,2,two,herm,
43,9,upper,2,two,herm,
43,9,upper,2,two,herm,
44,1,side,1,two,male,anomal
44,1,side,2,two,herm,anomal
44,1,side,2,two,herm,anomal
44,2,side,1,two,male,
44,2,side,2,two,herm,
44,2,side,2,two,herm,
44,2,side,2,two,herm,
44,2,side,2,two,herm,
44,3,side,1,two,male,
44,3,side,2,two,herm,
44,3,side,2,two,herm,
44,3,side,2,two,herm,
44,3,side,2,two,herm,
44,4,side,1,three,male,
44,4,side,2,three,herm,
44,4,side,2,three,herm,
44,4,side,2,three,herm,
44,4,side,2,three,herm,
44,4,side,3,three,herm,
44,4,side,3,three,herm,
44,5,side,1,two,male,
44,5,side,2,two,herm,
44,5,side,2,two,herm,
44,5,side,2,two,herm,
44,5,side,2,two,herm,
44,6,side,1,two,male,
44,6,side,2,two,herm,
44,6,side,2,two,herm,
44,6,side,2,two,herm,
44,7,side,1,two,male,
44,7,side,2,two,herm,
44,7,side,2,two,herm,
44,7,side,2,two,herm,
44,8,side,1,two,male,
44,8,side,2,two,herm,
44,8,side,2,two,herm,
44,8,side,2,two,herm,
44,8,side,2,two,herm,
44,9,side,1,two,male,
44,9,side,2,two,herm,
44,9,side,2,two,herm,
44,9,side,2,two,herm,
44,9,side,2,two,herm,
44,1,upper,0,,male,
44,2,upper,1,two,male,
44,2,upper,2,two,herm,
44,2,upper,2,two,herm,
44,2,upper,2,two,herm,
44,3,upper,1,two,male,
44,3,upper,2,two,herm,
44,3,upper,2,two,herm,
44,3,upper,2,two,herm,
44,4,upper,1,two,male,
44,4,upper,2,two,herm,
44,4,upper,2,two,herm,
44,4,upper,2,two,herm,
44,5,upper,1,two,male,
44,5,upper,2,two,herm,
44,5,upper,2,two,herm,
44,5,upper,2,two,herm,
44,6,upper,1,two,male,
44,6,upper,2,two,herm,
44,6,upper,2,two,herm,
44,7,upper,1,two,male,
44,7,upper,2,two,herm,
44,7,upper,2,two,herm,
44,8,upper,1,two,male,
44,8,upper,2,two,herm,
44,8,upper,2,two,herm,
44,8,upper,2,two,herm,
44,9,upper,1,two,herm,
44,9,upper,2,two,herm,
44,9,upper,2,two,herm,
45,1,side,1,two,male,anomal
45,1,side,2,two,herm,anomal
45,1,side,2,two,herm,anomal
45,1,side,2,two,herm,anomal
45,2,side,1,three,male,
45,2,side,2,three,herm,
45,2,side,2,three,herm,
45,2,side,2,three,herm,
45,2,side,3,three,herm,
45,3,side,1,two,male,
45,3,side,2,two,herm,
45,3,side,2,two,herm,
45,3,side,2,two,herm,
45,4,side,1,two,male,
45,4,side,2,two,herm,
45,4,side,2,two,herm,
45,5,side,1,three,male,
45,5,side,2,three,herm,
45,5,side,2,three,herm,
45,5,side,2,three,herm,
45,5,side,3,three,herm,
45,5,side,3,three,herm,
45,6,side,1,two,male,
45,6,side,2,two,herm,
45,6,side,2,two,herm,
45,6,side,2,two,herm,
45,7,side,1,two,male,
45,7,side,2,two,herm,
45,7,side,2,two,herm,
45,7,side,2,two,herm,
45,8,side,1,two,male,
45,8,side,2,two,herm,
45,8,side,2,two,herm,
45,8,side,2,two,herm,
45,9,side,1,two,male,
45,9,side,2,two,herm,
45,9,side,2,two,herm,
45,9,side,2,two,herm,
45,1,upper,0,,male,anomal
45,2,upper,1,two,herm,
45,2,upper,2,two,herm,
45,2,upper,2,two,herm,
45,3,upper,1,two,male,
45,3,upper,2,two,herm,
45,3,upper,2,two,herm,
45,4,upper,1,two,herm,
45,4,upper,2,two,herm,
45,4,upper,2,two,herm,
45,5,upper,1,two,herm,
45,5,upper,2,two,herm,
45,5,upper,2,two,herm,
45,6,upper,1,two,male,
45,6,upper,2,two,herm,
45,6,upper,2,two,herm,
46,1,side,1,two,male,anomal
46,2,side,1,two,male,anomal
46,2,side,2,two,herm,anomal
46,2,side,2,two,herm,anomal
46,3,side,1,two,male,
46,3,side,2,two,herm,
46,3,side,2,two,herm,
46,3,side,2,two,herm,
46,4,side,1,two,male,
46,4,side,2,two,herm,
46,4,side,2,two,herm,
46,4,side,2,two,herm,
46,5,side,1,two,male,
46,5,side,2,two,herm,
46,5,side,2,two,herm,
46,5,side,2,two,herm,
46,6,side,1,two,male,
46,6,side,2,two,herm,
46,6,side,2,two,herm,
46,6,side,2,two,herm,
46,7,side,1,two,male,
46,7,side,2,two,herm,
46,7,side,2,two,herm,
46,7,side,2,two,herm,
46,8,side,1,two,male,
46,8,side,2,two,herm,
46,8,side,2,two,herm,
46,8,side,2,two,herm,
46,1,upper,0,,male,anomal
46,2,upper,1,two,male,
46,2,upper,2,two,herm,
46,2,upper,2,two,herm,
46,2,upper,2,two,herm,
46,3,upper,1,two,male,
46,3,upper,2,two,herm,
46,3,upper,2,two,herm,
46,3,upper,2,two,herm,
46,4,upper,1,two,male,
46,4,upper,2,two,herm,
46,4,upper,2,two,herm,
46,4,upper,2,two,herm,
46,5,upper,1,two,male,
46,5,upper,2,two,herm,
46,5,upper,2,two,herm,
46,6,upper,1,two,male,
46,6,upper,2,two,male,
46,6,upper,2,two,herm,
46,6,upper,2,two,herm,
46,7,upper,1,two,male,
46,7,upper,2,two,herm,
46,7,upper,2,two,herm,
46,8,upper,1,two,male,
46,8,upper,2,two,herm,
46,8,upper,2,two,herm,
46,8,upper,2,two,herm,
46,9,upper,1,two,male,
46,9,upper,2,two,herm,
46,9,upper,2,two,herm,
47,1,side,1,,male,anomal
47,2,side,1,two,male,
47,2,side,2,two,herm,
47,2,side,2,two,herm,
47,2,side,2,two,herm,
47,3,side,1,two,male,
47,3,side,2,two,herm,
47,3,side,2,two,herm,
47,3,side,2,two,herm,
47,3,side,2,two,herm,
47,4,side,1,two,male,
47,4,side,2,two,herm,
47,4,side,2,two,herm,
47,4,side,2,two,herm,
47,4,side,2,two,herm,
47,5,side,1,two,male,
47,5,side,2,two,herm,
47,5,side,2,two,herm,
47,5,side,2,two,herm,
47,5,side,2,two,herm,
47,6,side,1,two,male,
47,6,side,2,two,herm,
47,6,side,2,two,herm,
47,6,side,2,two,herm,
47,6,side,2,two,herm,
47,7,side,1,two,male,
47,7,side,2,two,herm,
47,7,side,2,two,herm,
47,7,side,2,two,herm,
47,7,side,2,two,herm,
47,8,side,1,two,male,
47,8,side,2,two,herm,
47,8,side,2,two,herm,
47,8,side,2,two,herm,
47,9,side,1,two,herm,
47,9,side,2,two,herm,
47,9,side,2,two,herm,
47,9,side,2,two,herm,
47,9,side,2,two,herm,
47,1,upper,0,,male,anomal
47,1,upper,1,,herm,anomal
47,2,upper,1,two,male,
47,2,upper,2,two,herm,
47,2,upper,2,two,herm,
47,2,upper,2,two,herm,
47,3,upper,1,two,herm,
47,3,upper,2,two,herm,
47,3,upper,2,two,herm,
47,4,upper,1,two,herm,
47,4,upper,2,two,herm,
47,4,upper,2,two,herm,
47,5,upper,1,two,herm,
47,5,upper,2,two,herm,
47,5,upper,2,two,herm,
47,6,upper,1,two,herm,
47,6,upper,2,two,herm,
47,6,upper,2,two,herm,
47,7,upper,1,two,herm,
47,7,upper,2,two,herm,
47,7,upper,2,two,herm,
47,8,upper,1,two,herm,
47,8,upper,2,two,herm,
47,8,upper,2,two,herm,
47,9,upper,1,two,herm,
48,1,side,1,two,male,
48,1,side,2,two,male,
48,2,side,1,three,male,
48,2,side,2,three,male,
48,2,side,2,three,male,
48,2,side,2,three,herm,
48,2,side,2,three,herm,
48,2,side,3,three,herm,
48,2,side,3,three,herm,
48,3,side,2,two,male,
48,3,side,2,two,male,
48,3,side,2,two,herm,
48,4,side,1,two,male,
48,4,side,2,two,male,
48,4,side,2,two,herm,
48,5,side,1,two,male,
48,5,side,2,two,male,
48,5,side,2,two,male,
48,5,side,2,two,herm,
48,5,side,2,two,herm,
48,6,side,1,two,male,
48,6,side,2,two,male,
48,6,side,2,two,male,
48,6,side,2,two,male,
48,6,side,2,two,herm,
48,7,side,1,two,male,
48,7,side,2,two,male,
48,7,side,2,two,male,
48,7,side,2,two,herm,
48,8,side,1,two,male,
48,8,side,2,two,herm,
48,8,side,2,two,herm,
48,8,side,2,two,herm,
48,9,side,1,two,male,
48,9,side,2,two,herm,
48,9,side,2,two,herm,
48,9,side,2,two,herm,
48,9,side,2,two,herm,
48,10,side,1,two,male,
48,10,side,2,two,herm,
48,10,side,2,two,herm,
48,10,side,2,two,herm,
48,1,upper,1,two,male,
48,1,upper,2,two,herm,
48,1,upper,2,two,herm,
48,1,upper,2,two,herm,
48,1,upper,2,two,herm,
48,3,upper,1,two,male,
48,3,upper,2,two,herm,
48,3,upper,2,two,herm,
48,3,upper,2,two,herm,
48,4,upper,1,two,male,
48,4,upper,2,two,herm,
48,4,upper,2,two,herm,
48,4,upper,2,two,herm,
48,5,upper,1,two,male,
48,5,upper,2,two,herm,
48,5,upper,2,two,herm,
48,5,upper,2,two,herm,
48,6,upper,1,two,male,
48,6,upper,2,two,herm,
48,6,upper,2,two,herm,
48,7,upper,1,two,male,
48,7,upper,2,two,herm,
48,7,upper,2,two,herm,
48,7,upper,2,two,herm,
48,8,upper,1,two,male,
48,8,upper,2,two,herm,
49,1,side,1,two,male,anomal
49,1,side,2,two,herm,anomal
49,2,side,1,two,male,
49,2,side,2,two,male,
49,2,side,2,two,herm,
49,2,side,2,two,herm,
49,2,side,2,two,herm,
49,3,side,1,two,male,
49,3,side,2,two,male,
49,3,side,2,two,herm,
49,4,side,1,two,male,
49,4,side,2,two,herm,
49,4,side,2,two,herm,
49,5,side,1,two,male,
49,5,side,2,two,herm,
49,5,side,2,two,herm,
49,6,side,1,two,male,
49,6,side,2,two,herm,
49,6,side,2,two,herm,
49,1,upper,0,,male,
49,2,upper,1,two,male,
49,2,upper,2,two,herm,
49,2,upper,2,two,herm,
49,3,upper,1,two,male,
49,3,upper,2,two,herm,
49,3,upper,2,two,herm,
49,4,upper,1,two,male,
49,4,upper,2,two,herm,
49,4,upper,2,two,herm,
49,5,upper,1,two,male,
49,5,upper,2,two,herm,
49,5,upper,2,two,herm,
49,6,upper,1,two,male,
49,6,upper,2,two,herm,
49,6,upper,2,two,herm,
49,7,upper,1,two,male,
49,7,upper,2,two,herm,
49,8,upper,1,two,male,
